asn,name,cc,users,country_pct,internet_pct,samples
270957,CONNECT HOUSE,BR,4899,0.00,0.0001,772
140204,OMSCN-AS Om Sai Cable Network,IN,4898,0.00,0.0001,1626
12148,CLEMSONU,US,4897,0.00,0.0001,936
50770,FIBERFAST,LB,4895,0.09,0.0001,5559
49362,DSV,DK,4895,0.09,0.0001,605
213149,TELELINKCO,IQ,4894,0.01,0.0001,1178
271169,NETLINE TELECOM,BR,4892,0.00,0.0001,771
53971,PDFIBER-LLC,US,4892,0.00,0.0001,935
269154,Pwt Internet e Tecnologia Ltda - ME,BR,4892,0.00,0.0001,771
269274,VIANET TELECOM,BR,4892,0.00,0.0001,771
142002,SCLOUDPTELTD-AS Scloud Pte Ltd,VN,4891,0.01,0.0001,919
3215,France Telecom - Orange,GF,4889,2.98,0.0001,285
7456,INTERHOP,CA,4889,0.01,0.0001,563
196994,AS-321NET Wlodawa 22-200,PL,4888,0.02,0.0001,465
20912,ASN-PANSERVICE,IT,4887,0.01,0.0001,377
207081,INTERNET,AM,4887,0.21,0.0001,915
50163,ALTNET-SKVELYNET,CZ,4886,0.06,0.0001,720
266850,NODO ZERO BAHIA SRL,AR,4886,0.01,0.0001,445
149295,JBH-AS-AP JBH NET,BD,4883,0.01,0.0001,7343
7195,EDGEUNO SAS,CO,4882,0.01,0.0001,624
46867,AUDEAM,US,4881,0.00,0.0001,933
17390,CIO-ORGANIZATION,US,4881,0.00,0.0001,933
136343,CERA39-AS Ceralink Communication Pvt Ltd,IN,4880,0.00,0.0001,1620
268908,HIPERTV SERVICOS DE COMUNICACAO MULTIMIDIA LTDA,BR,4880,0.00,0.0001,769
137853,TELNETCOLTD-AS-AP TELNET CO. LTD,KH,4878,0.07,0.0001,1415
328931,WirelessOne,ZA,4877,0.01,0.0001,374
18616,NATURALWIRELESS,US,4876,0.00,0.0001,932
11233,GORGE-NETWORKS,US,4876,0.00,0.0001,932
263005,Net Master Telecom Ltda,BR,4873,0.00,0.0001,768
267239,Nuvio Servicos em Tecnologia da Informacao EIRELI,BR,4867,0.00,0.0001,767
266296,WM INFOTEC SOLUTION LTDA,BR,4867,0.00,0.0001,767
269602,JOSE ARNALDO PINHEIRO DE SOUZA EIRELI-ME,BR,4867,0.00,0.0001,767
8134,UP-NET,US,4866,0.00,0.0001,930
14103,ACDNET-ASN1,US,4866,0.00,0.0001,930
27926,NETPATAGONIA SAS,AR,4864,0.01,0.0001,443
267231,MULTI INFORMATICA LTDA,BR,4861,0.00,0.0001,766
25206,UNACS-AS-BG 8000  Burgas,BG,4861,0.10,0.0001,3065
264002,MVA TELECOM,BR,4861,0.00,0.0001,766
264934,VGP INTERNET LTDA - ME,BR,4861,0.00,0.0001,766
12005,SC-AS,US,4860,0.00,0.0001,929
141560,QVISION-AS Quick Vision Entertainment Private Limited,IN,4859,0.00,0.0001,1613
14593,SPACEX-STARLINK,MX,4858,0.01,0.0001,1791
272026,HERNAN GALEANO KIM HERKIM - SOLUCIONES TECNOLOGICAS,PY,4857,0.09,0.0001,311
206314,AS-STOWARZYSZENIE-ZST,PL,4856,0.02,0.0001,462
199413,AIRNET-AS,PL,4856,0.02,0.0001,462
398343,BAXET-GROUP,US,4855,0.00,0.0001,928
267027,SILVEIRA E S. C. E I. DE E. ELETRONICOS LTDA -ME,BR,4854,0.00,0.0001,765
137100,NBSP-AS Netmax Broadband Services,IN,4853,0.00,0.0001,1611
264849,COOPERATIVA DE ELECTRICIDAD Y S. A. DE DIONISIA LTDA.,AR,4853,0.01,0.0001,442
265796,RAMA GUILLERMO,AR,4853,0.01,0.0001,442
327767,ULTIMATE-LINUX,ZA,4851,0.01,0.0001,372
19112,NEW-LISBON-BROADBAND-AND-COMMUNICATIONS,US,4850,0.00,0.0001,927
17727,NAPINFO-AS-AP PT. NAP Info Lintas Nusa,ID,4850,0.00,0.0001,2969
56132,MONASHUNI-AU-AS-AP Monash University,AU,4849,0.02,0.0001,571
267553,Pontual Net Telecomunicacoes LTDA - ME,BR,4848,0.00,0.0001,764
136217,MOON-AS-AP MOON NET,BD,4847,0.01,0.0001,7289
49767,INTERNETPB-AS,CZ,4846,0.06,0.0001,714
63267,FAYETTEVILLEPUBLICUTILITIES-TN,US,4845,0.00,0.0001,926
11711,TULAROSA-COMMUNICATIONS,US,4845,0.00,0.0001,926
25640,HAWAII-DEPT-OF-EDUC,US,4845,0.00,0.0001,926
397305,FMCTC,US,4845,0.00,0.0001,926
33941,GCONNECT Gconnect Autonomous System,GB,4844,0.01,0.0001,698
264417,Megalink Telecom,BR,4842,0.00,0.0001,763
136787,TEFINCOMSA-AS-AP TEFINCOM S.A.,BR,4842,0.00,0.0001,763
268678,CSI SOLUCOES TECNOLOGICAS LTDA,BR,4842,0.00,0.0001,763
137209,ANT-AS-AP Allied Net Link Technology Pvt Ltd,NP,4841,0.07,0.0001,3848
137189,BORNIL1-AS-AP Bornil Networks System Limited,BD,4840,0.01,0.0001,7278
43875,NOVALINE-AS,UA,4839,0.02,0.0001,2671
103,NWU-AS,US,4839,0.00,0.0001,925
64236,UNREAL-SERVERS,US,4839,0.00,0.0001,925
52393,Corporacion Dana S.A.,US,4839,0.00,0.0001,925
56207,COMCLARK-PH ComClark Network & Technology Corp,PH,4838,0.01,0.0001,2365
134916,SOLITON14-AS Soliton NetLink Pvt. Ltd.,IN,4835,0.00,0.0001,1605
269290,DNET PROVEDOR DE INTERNET LTDA,BR,4835,0.00,0.0001,762
271326,P3 SERVICOS DE TELECOMUNICACAO LTDA,BR,4835,0.00,0.0001,762
268990,Inforfelixnet Telecomunicacoes Ltda ME,BR,4835,0.00,0.0001,762
7973,MAYO,US,4834,0.00,0.0001,924
398210,RIVERNET,US,4834,0.00,0.0001,924
199256,LTH-AS,IE,4834,0.12,0.0001,1446
23078,LOUDOUN-CNTY-VA-GOVT,US,4834,0.00,0.0001,924
3512,EUSHC,US,4834,0.00,0.0001,924
61317,ASDETUK www.heficed.com,AU,4832,0.02,0.0001,569
56401,ASMIRTELEKOM,UA,4830,0.02,0.0001,2666
142498,AJINKYA20-AS AJINKYA INTERNET PVT LTD,IN,4829,0.00,0.0001,1603
265263,MULTI TELECOM E COMERCIO DE INFORMATICA EIRELI ME,BR,4829,0.00,0.0001,761
268511,Glaucio Gomes Ramos ME,BR,4829,0.00,0.0001,761
139087,FAST1-AS-AP Fast Web & Wireless Communications Pvt. Limited,PK,4827,0.01,0.0001,4485
134869,DHLBROADBAND-AS DHL BROADBAND NET P LIMITED,IN,4826,0.00,0.0001,1602
57476,TVKNET-AS,PL,4825,0.02,0.0001,459
206432,TRESTON,PL,4825,0.02,0.0001,459
267137,MT-TELECOM SUL,BR,4823,0.00,0.0001,760
271056,CLEANY PEREIRA DOS SANTOS,BR,4823,0.00,0.0001,760
267428,LEX TELECOM LTDA ME,BR,4823,0.00,0.0001,760
201983,ANSLUTEN-AS,SE,4823,0.05,0.0001,772
208439,FIBERON-ISP-AS,AZ,4820,0.06,0.0001,586
264742,QUITILIPI TELEVISORA COLOR SRL,AR,4820,0.01,0.0001,439
63182,RAPIDSCALE,US,4818,0.00,0.0001,921
39551,GENCAT-AS,ES,4817,0.01,0.0001,310
266297,ANTONIO G. DOS SANTOS NETO,BR,4816,0.00,0.0001,759
265256,renovalog telecom ltda - me,BR,4816,0.00,0.0001,759
268539,Novanet Itanagra Servico de Internet LTD,BR,4816,0.00,0.0001,759
264227,INOVE COMERCIO E SERVICOS DE TELECOMUNICACOES LTDA,BR,4816,0.00,0.0001,759
271094,Soluti Fibra Telecomunicacoes Ltda,BR,4816,0.00,0.0001,759
136275,FBDN-AS-AP FASTLINK BD DOT NET,BD,4816,0.01,0.0001,7243
42830,TVSAT364-AS,PL,4814,0.02,0.0001,458
47546,ASADNET,PS,4812,0.13,0.0001,1259
135217,PEAKAIR-AS Peak Air Pvt Ltd,IN,4811,0.00,0.0001,1597
50962,ROVENTA_AS_,LT,4810,0.21,0.0001,2726
267325,USBINF INFORMATICA LTDA - ME,BR,4810,0.00,0.0001,758
267984,TRANSDADOS INTERNET EIRELI,BR,4810,0.00,0.0001,758
264382,Rctel Solucoes em Telecom,BR,4810,0.00,0.0001,758
263060,Atilio Marcos Marcari e Cia Ltda Me,BR,4810,0.00,0.0001,758
267577,AAJM INFORMATICA E COMUNICACAO LTDA - ME,BR,4810,0.00,0.0001,758
265319,RS LEAL COMERCIO VAREJISTA DE MATERIAL DE INFORMAT,BR,4810,0.00,0.0001,758
266843,CA VI CU SRL,AR,4809,0.01,0.0001,438
142627,MULTILINK-AS-AP Multilink International,BD,4807,0.01,0.0001,7229
1449,PAYPAL-CORP,DE,4807,0.01,0.0001,211
59970,AMIGONET www.amigonet.cz,CZ,4805,0.05,0.0001,708
10753,LUMEN-LEGACY-L3-CUSTOMER-SHARED-USE,CO,4804,0.01,0.0001,614
268027,G C DE SOUSA JUNIOR MULTIMIDIA - ME,BR,4803,0.00,0.0001,757
269189,JVX TELECOM INTERNET E SERVICOS LTDA - ME,BR,4803,0.00,0.0001,757
2055,LSU-1,US,4803,0.00,0.0001,918
268357,ALTERNATIVA REDE DE TELECOMUNICACOES LTDA,BR,4803,0.00,0.0001,757
53223,Master Net Telecom LTDA,BR,4803,0.00,0.0001,757
135218,GTELCOMM-AS Gtel Communications Private Limited,IN,4802,0.00,0.0001,1594
205888,ENEBRO,ES,4802,0.01,0.0001,309
52128,EKRAN-AS,UA,4801,0.02,0.0001,2650
50604,MEDIASUD-AS,RO,4801,0.04,0.0001,1731
58046,HKOM-AS,SI,4800,0.27,0.0001,2696
138431,MSNC-AS-AP Md Mazaher Hossain,BD,4800,0.01,0.0001,7219
327936,KiboConnect,ZA,4799,0.01,0.0001,368
693,NOTRE-DAME-AS,US,4798,0.00,0.0001,917
269964,TV CABLE UNIVERSAL S.A,GT,4798,0.05,0.0001,996
263002,ORSSATTO TELECOM TELECOMUNICACOES - EIRELI,BR,4797,0.00,0.0001,756
267380,Via Rapida Internet,BR,4797,0.00,0.0001,756
137651,ACTIV-AS Activline Telecom Pvt. Ltd.,IN,4796,0.00,0.0001,1592
5606,GTS-BACKBONE GTS Telecom,RO,4796,0.04,0.0001,1729
198050,ALFA-SYSTEM-AS,PL,4793,0.02,0.0001,456
2552,WUSTL-ASN,US,4792,0.00,0.0001,916
268928,Manoel da Silva Pinto Filho,BR,4791,0.00,0.0001,755
265102,ARNET- Servicos de Conexao a Internet Ltda.-ME,BR,4791,0.00,0.0001,755
52320,GlobeNet Cabos Submarinos Colombia  S.A.S.,CO,4788,0.01,0.0001,612
398420,TISHOMINGO-CONNECT-01,US,4787,0.00,0.0001,915
33657,CMCS,US,4787,0.00,0.0001,915
134595,VELOCITYINTERNET-AS-AP Velocity Internet,BD,4786,0.01,0.0001,7197
206366,RURALTELECOM,ES,4786,0.01,0.0001,308
269563,MAX3 TELECOM LTDA,BR,4784,0.00,0.0001,754
268921,SERVNACNET SERVICOS DE TELECOMUNICACOES LTDA,BR,4784,0.00,0.0001,754
264453,MOREIRANET TECNOLOGIA E SERVICOS,BR,4784,0.00,0.0001,754
267562,PRISMAREDE TELECOMUNICACOES LTDA - ME,BR,4784,0.00,0.0001,754
60822,WISP1,IT,4783,0.01,0.0001,369
38769,BITEK-AS-ID PT. Bit Technology Nusantara,ID,4782,0.00,0.0001,2927
146956,HEAA-AS-AP Hamid Electronics and Automobiles,BD,4782,0.01,0.0001,7191
63298,FATBEAM-TEKFINITY,US,4782,0.00,0.0001,914
142547,FCNNM-AS-AP Fatickchari Communication Network,BD,4780,0.01,0.0001,7188
48004,KCT-AS ***KCT-AS***,UA,4778,0.02,0.0001,2637
34955,ASVICENIK,CZ,4778,0.05,0.0001,704
267005,WEB LINK DIGITAL EIRELI - ME,BR,4778,0.00,0.0001,753
270647,T DA SILVA MEDEIROS TELECOMUNICACOES E INFORMATICA,BR,4778,0.00,0.0001,753
266140,CMC TELECOM EIRELI - ME,BR,4778,0.00,0.0001,753
135590,SEBANET-AS-AP Md. Aminur Rahman Khan TA Seba Net,BD,4778,0.01,0.0001,7186
397608,HCAS-4,US,4777,0.00,0.0001,913
7276,UNIVERSITY-OF-HOUSTON,US,4777,0.00,0.0001,913
8607,TIMICO United Kingdom,GB,4775,0.01,0.0001,688
270744,Forte Telecom Servicos de Comunicacao Multimidia E,BR,4772,0.00,0.0001,752
268966,i9 Master - Consultoria Tecnologicas & Telecom,BR,4772,0.00,0.0001,752
132767,APTSITEC-AS-IN ANDHRA PRADESH TECHNOLOGY SERVICES LIMITED,IN,4772,0.00,0.0001,1584
267078,CUIABA FIBRA INTERNET EIRELI,BR,4772,0.00,0.0001,752
34397,CYBERIA-RUH Cyberia Riyadh Autonomous System,SA,4771,0.01,0.0001,1167
7352,WECOM-INC,US,4771,0.00,0.0001,912
37452,CB-Nigeria,NG,4770,0.01,0.0001,879
38406,GOEHS-AS-KR Kyeonggi-Do Hwaseong Office of Education,KR,4768,0.01,0.0001,1356
51803,IPPLUS,UA,4767,0.02,0.0001,2631
206350,OMREN,OM,4767,0.11,0.0001,2331
269411,G3LINK TELECOM SERVICO DE COMUNICACAO MULTIMIDIA,BR,4765,0.00,0.0001,751
269182,PLUGAR TELECOM,BR,4765,0.00,0.0001,751
53024,INFOR DF TEL E INFORMATICA LTDA,BR,4765,0.00,0.0001,751
265243,Meganet Internet SJ,BR,4765,0.00,0.0001,751
267940,Olhar Digital Tecnologia Ltda,BR,4765,0.00,0.0001,751
16732,VELOCOM,AR,4765,0.01,0.0001,434
269184,LUC FIBRA,BR,4765,0.00,0.0001,751
328808,DUMATEL-AS,KE,4765,0.05,0.0001,2274
266370,I Cesar Pereira Barros -ME -ME,BR,4765,0.00,0.0001,751
61317,ASDETUK www.heficed.com,IR,4764,0.01,0.0001,426
23793,AIST National Institute of Advanced Industrial Science and Technology,JP,4763,0.00,0.0001,156
266765,INTELCOM TELECOMUNICACIONES CHILE LTDA,CL,4761,0.03,0.0001,1260
394474,WHITELABELCOLO393,US,4761,0.00,0.0001,910
134946,INDOPHON-AS Indophone Networks,IN,4760,0.00,0.0001,1580
271127,infonet comercio de informatica ltda me,BR,4759,0.00,0.0001,750
140091,SHWE-AS-AP SHWE MAHAR MAE KHONG INDUSTRIAL COMPANY LIMITED,MM,4759,0.02,0.0001,1457
35107,MEDIASKY-ZIVINICE,BA,4759,0.17,0.0001,7288
28195,Com4 Data Center Eireli,BR,4759,0.00,0.0001,750
141889,IDNIC-SIMTEL-AS-ID PT Solusi Media Telekomunikasi,ID,4757,0.00,0.0001,2912
9208,WIN,BE,4757,0.05,0.0001,504
30341,SCTA-ASN,US,4756,0.00,0.0001,909
31877,GPW,US,4756,0.00,0.0001,909
21582,NAU-AS,US,4756,0.00,0.0001,909
135409,KBSPL-AS-AP Kacific Broadband Satellites Pte Ltd,AU,4756,0.02,0.0001,560
54327,MTWEST,US,4756,0.00,0.0001,909
133073,SZKF-AS-AP TELEGLOBAL COMMUNICATION SERVICES LIMITED,HK,4755,0.07,0.0001,4425
41491,STAKA-AS,AT,4754,0.06,0.0001,415
268458,VIRTUAL NET TELECOM,BR,4753,0.00,0.0001,749
266298,MWA INTERNET. COM LTDA - ME,BR,4753,0.00,0.0001,749
212843,IPMAC-AS,UA,4751,0.02,0.0001,2622
394384,EDGE-BROADBAND,US,4750,0.00,0.0001,908
49784,NL-NETVISIT,NL,4750,0.03,0.0001,801
21668,ENET,US,4750,0.00,0.0001,908
134262,GULBARGAMEGASPEED-AS GULBARGA MEGA SPEED PRIVATE LIMITED,IN,4748,0.00,0.0001,1576
328925,VENTURE-INTERNET,ZA,4747,0.01,0.0001,364
270996,LINK PRIME TECNOLOGIA,BR,4746,0.00,0.0001,748
265118,SKYNET Telecomunicacoes Eireli,BR,4746,0.00,0.0001,748
61924,3E TELECOM,BR,4746,0.00,0.0001,748
32003,LITEWIRE-EV,US,4745,0.00,0.0001,907
51265,MASSRESPONSE-AS2 Mass Response Service GmbH,IT,4744,0.01,0.0001,366
139029,AKNETWORKS-AS-AP AKNetworks,BD,4744,0.01,0.0001,7135
212269,AS-AYTELEKOM,TR,4741,0.01,0.0001,1069
207656,EPINATURA,FR,4741,0.01,0.0001,406
31857,PTERA,US,4740,0.00,0.0001,906
62281,VIDEOMAG-AS str.Granicerului 27  s.Colibas  or.Cahul  R.Moldova  MD-5316,MD,4740,0.14,0.0001,966
269769,SERVICABLE S.A. DE C.V.,SV,4740,0.21,0.0001,4717
266530,WASHINGTON MARCONE DE OLIVEIRA,BR,4740,0.00,0.0001,747
268951,F5 INFORMATICA COMERCIO DE PRODUTOS ELETRONICOS LT,BR,4740,0.00,0.0001,747
46562,PERFORMIVE,NL,4738,0.03,0.0001,799
13994,OMU-1,US,4735,0.00,0.0001,905
32204,KPUNET,US,4735,0.00,0.0001,905
19754,FNL-33-19754,US,4735,0.00,0.0001,905
135597,GBN-AS-AP Gaibandha Broadband Network,BD,4734,0.01,0.0001,7119
262436,Futuro Telecom Ltda,BR,4734,0.00,0.0001,746
262401,GSTN DO BRASIL LTDA,BR,4734,0.00,0.0001,746
269706,VEXTEL SERVICOS DE TELECOMUNICACOES LTDA,BR,4734,0.00,0.0001,746
63393,BOOMNETPR01,PR,4732,0.20,0.0001,833
44352,EKRAN-AS,UA,4731,0.02,0.0001,2611
16664,CC-COMMUNICATIONS,US,4730,0.00,0.0001,904
205146,AVANET-AS,PL,4730,0.02,0.0001,450
198995,SULIKANET-AS,PL,4730,0.02,0.0001,450
28708,ORANGEFR-PORTAL-AS DSI mutualized internet access,FR,4729,0.01,0.0001,405
28212,DGNet Telecom,BR,4727,0.00,0.0001,745
264806,TNA Solutions SpA,CL,4727,0.03,0.0001,1251
264078,KAITIANA FERREIRA DOS SANTOS,BR,4727,0.00,0.0001,745
26619,GTD COLOMBIA S.A.S,CO,4725,0.01,0.0001,604
140215,LUC-AS-AP Link Up Communication,BD,4723,0.01,0.0001,7102
39443,ITLUTSK-AS,UA,4722,0.02,0.0001,2606
140054,FBN-AS-AP Friends BroadBand Network,BD,4722,0.01,0.0001,7101
328136,K3-Telecom-AS,LR,4721,0.96,0.0001,7334
61590,DNS TELECOMUNICACOES E SOLUCOES EM INFORMATICA EIR,BR,4721,0.00,0.0001,744
28760,INFOTECH-AT-AS Schaerdinger Str. 35,AT,4720,0.06,0.0001,412
200088,ARTNET2,PL,4720,0.02,0.0001,449
32758,TOTELCSI,US,4719,0.00,0.0001,902
11580,ISLAND-NETWORKS-LTD,US,4719,0.00,0.0001,902
136358,OMSAI-AS Omsai Cable Systems India Pvt Ltd,IN,4718,0.00,0.0001,1566
203848,WIRELESS_GROUP_COMMUNICATIONS_SRL,IT,4718,0.01,0.0001,364
52593,Monte Alto Net Ltda,BR,4715,0.00,0.0001,743
4049,CELLO-AS-AP CELLO GROUP LIMITED,NZ,4715,0.10,0.0001,717
268443,GUILHERME ZANINELO MULTIMIDIA,BR,4715,0.00,0.0001,743
268658,ROCHA FIBER FIBRA OPTICA LTDA. - ME,BR,4715,0.00,0.0001,743
270472,KEUNET TELECOM,BR,4715,0.00,0.0001,743
141285,RAJU-AS-IN Octel Network,IN,4712,0.00,0.0001,1564
147063,ALAMINONLINE-AS-AP Al Amin Online,BD,4711,0.01,0.0001,7084
51173,PBB,IE,4711,0.11,0.0001,1409
136425,ASIA-NET-AS-AP Asianet Online Service,BD,4710,0.01,0.0001,7083
266836,COOPERATIVA DE PROVISION DE ELECTRICIDAD Y SERVICIOS PUBLICOS GENERAL CABRERA LIMITADA,AR,4710,0.01,0.0001,429
206265,TECNO-SO,ES,4709,0.01,0.0001,303
30731,MAZUR-AS,PL,4709,0.02,0.0001,448
35158,DANSKNET Markedsgade 8  1,DK,4709,0.08,0.0001,582
270527,Isac Ferreira da Cruz Junior-ME,BR,4708,0.00,0.0001,742
28251,Cizol Com. e Servicos de Equip de Informatica Ltda,BR,4708,0.00,0.0001,742
264066,WP Tecnologia LTDA ME,BR,4708,0.00,0.0001,742
262861,VIAFIBRA TELECOMUNICACOES LTDA,BR,4708,0.00,0.0001,742
201502,ASN-JCOMWIFI-,IT,4705,0.01,0.0001,363
34368,THEZONE,BG,4704,0.10,0.0001,2966
51420,CYRILEK-AS,CZ,4703,0.05,0.0001,693
31531,POINT-AS,UA,4703,0.02,0.0001,2596
10973,KALAMA,US,4703,0.00,0.0001,899
142468,VANSH007-AS-IN VANSHIKA ITLAM INDIA PVT LTD,IN,4703,0.00,0.0001,1561
267609,WG TELECOM LTDA - ME,BR,4702,0.00,0.0001,741
27652,Claro SA,BR,4702,0.00,0.0001,741
262344,MEGABIT PROVEDOR DE INTERNET LTDA,BR,4702,0.00,0.0001,741
61725,MR Telecom,BR,4702,0.00,0.0001,741
262372,KNET PROVEDOR,BR,4702,0.00,0.0001,741
263786,COOP. ELECTRICA DE CHACABUCO LTDA.,AR,4699,0.01,0.0001,428
40898,OECONNECT,US,4698,0.00,0.0001,898
42517,ST,NL,4697,0.03,0.0001,792
264463,MEGA REDES TELECOM LTDA,BR,4696,0.00,0.0001,740
268029,ALEXANDRE GIOVANELI - ME,BR,4696,0.00,0.0001,740
61833,P. R. LIMA & CIA LTDA,BR,4696,0.00,0.0001,740
52423,Data Miners S.A.  Racknation.cr ,CR,4696,0.11,0.0001,2574
267136,redenet provedor ltda me,BR,4696,0.00,0.0001,740
138437,GENERAL-COMMUNICATION-AS-AP General Communication,BD,4695,0.01,0.0001,7060
199101,MITRANET-AS,CZ,4690,0.05,0.0001,691
6843,DIGINET,AL,4690,0.20,0.0001,6929
269639,WORKSAT SERVICOS DE TELECOMUNICACOES,BR,4689,0.00,0.0001,739
202668,LIKENET-AS,UA,4689,0.02,0.0001,2588
2715,Fundacao Carlos Chagas Filho de Amparo a Pesquisa,BR,4689,0.00,0.0001,739
267432,D. S. da Costa,BR,4689,0.00,0.0001,739
197588,MULTIPLAYPL-AS,PL,4688,0.01,0.0001,446
271951,IT PRONETWORK C.A.,US,4688,0.00,0.0001,896
14381,CATERPILLAR-INC,US,4688,0.00,0.0001,896
25482,ISP-STATUS ISP STATUS,UA,4687,0.02,0.0001,2587
269705,Jms Telecom,BR,4683,0.00,0.0001,738
28698,UUNETZM-AS,ZA,4681,0.01,0.0001,359
60675,NOSTRANET,ES,4678,0.01,0.0001,301
198073,TVK-SLUPSK,PL,4677,0.01,0.0001,445
197747,PETROINFORM-AS,PL,4677,0.01,0.0001,445
202177,MEGA-NET-AS,PL,4677,0.01,0.0001,445
46979,MCTC-INTERNET,US,4677,0.00,0.0001,894
265054,LANXHOUSE TELECOM,BR,4677,0.00,0.0001,737
267671,INTERCOMM SERVICOS DE INTERNET LTDA - ME,BR,4677,0.00,0.0001,737
36934,Broadband-Systems-Corporation,RW,4676,0.14,0.0001,724
205832,ULTRANET,AL,4675,0.20,0.0001,6907
27419,BIGRIVER,US,4672,0.00,0.0001,893
55246,EASTERN-OREGON-TELECOMM-LLC,US,4672,0.00,0.0001,893
37154,ZAMTEL,CD,4671,0.04,0.0001,145
264660,MESH COMUNICACIONES C.A.,VE,4671,0.02,0.0001,507
268139,NIANET COMERCIO E SERVICOS DE INFORMATICA,BR,4670,0.00,0.0001,736
265023,RAMOS E CARVALHO PROVEDOR DE ACESSO A REDE,BR,4670,0.00,0.0001,736
270579,WSA PROVEDOR DE INTERNET LTDA,BR,4670,0.00,0.0001,736
269297,flavio lopes da silva,BR,4670,0.00,0.0001,736
262641,SNI Telecom,BR,4670,0.00,0.0001,736
3491,BTN-ASN,HK,4670,0.07,0.0001,4346
132442,TIS-AS-AP Tongi Internet System,BD,4669,0.01,0.0001,7022
198090,ASLIBRA,IT,4667,0.01,0.0001,360
206460,SIMINFORMATICA,IT,4667,0.01,0.0001,360
196983,ELSYNET,IT,4667,0.01,0.0001,360
3257,GTT-BACKBONE GTT,IT,4667,0.01,0.0001,360
63981,NTDKL-HK 43F  AIA Tower  183 Electric Road  North Point  Hong Kong,HK,4667,0.07,0.0001,4343
267612,UNIAO DIGITAL TELECOMUNICACOES,BR,4664,0.00,0.0001,735
267468,N DOS SANTOS & SANTOS LTDA - ME - ME,BR,4664,0.00,0.0001,735
135419,CABLECONNECT1-AS-AP Cableconnect Co. Ltd,TH,4663,0.01,0.0001,1029
134278,DNSINFONET-AS-IN DNS Infonet Pvt Ltd,IN,4663,0.00,0.0001,1548
12241,NCTCNET-AS1,US,4662,0.00,0.0001,891
19447,ALFANUMERIC,NI,4662,0.20,0.0001,3559
265612,Miguel Amado Escobar,MX,4662,0.01,0.0001,1719
23379,AS-BBT,VE,4661,0.02,0.0001,506
43277,VICTORY-MEDIA IPv4 Upstreams,RS,4659,0.07,0.0001,4385
52926,ZAPNET Provedor de Internet Eireli - ME,BR,4658,0.00,0.0001,734
269375,SAIONARA FERNANDES DA SILVA,BR,4658,0.00,0.0001,734
38732,CMCTELECOM-AS-VN CMC Telecom Infrastructure Company,VN,4657,0.01,0.0001,875
57055,MATRIX-NET-AS,PL,4656,0.01,0.0001,443
270015,COOP DE SERVICIOS PUBLICOS PLOTTIER LTDA,AR,4655,0.01,0.0001,424
142515,ELITELSOL-AS-IN ELITEL SOLUTIONS PRIVATE LIMITED,IN,4654,0.00,0.0001,1545
12637,SEEWEB Web hosting  colocation and cloud services,IT,4654,0.01,0.0001,359
8234,RAI-AS,IT,4654,0.01,0.0001,359
268901,J G F DE OLIVEIRA - ME,BR,4651,0.00,0.0001,733
61384,NEON-ISP-AS,UA,4651,0.02,0.0001,2567
25108,IOMART-APAC-AS APAC and Middle East,AE,4651,0.05,0.0001,1028
266326,RVNETWORK LTDA,BR,4651,0.00,0.0001,733
38731,VTDC-AS-VN Vietel - CHT Compamy Ltd,VN,4651,0.01,0.0001,874
141305,SAMMYNET-AS Sammy Networks Private Limited,IN,4648,0.00,0.0001,1543
12907,IPANDMORE,DE,4648,0.01,0.0001,204
271870,VALLE TELECOMUNICACIONES SAS,CO,4647,0.01,0.0001,594
59403,ZONAMBER,ES,4647,0.01,0.0001,299
207164,PRIMANET,MD,4647,0.14,0.0001,947
64294,PAC-GCS,US,4646,0.00,0.0001,888
266168,TOPNET-MS LTDA - ME,BR,4645,0.00,0.0001,732
138155,JNU-DEL-AS-AP JAWAHARLAL NEHRU UNIVERSITY,IN,4645,0.00,0.0001,1542
138259,MIFI-AS-IN Manish Infocom Private Limited,IN,4645,0.00,0.0001,1542
140201,RTELINT-AS Rtel Internet Services Private Limited,IN,4645,0.00,0.0001,1542
264787,ANDRES POZZI PUNTONETINTERNET,AR,4644,0.01,0.0001,423
139460,MMS-AS-ID PT Maxindo Mitra Solusi,ID,4643,0.00,0.0001,2842
37462,Prestabist,TD,4640,0.31,0.0001,160
271778,INVERSIONES EN TECNOLOGIA PULSO SPA,CL,4640,0.03,0.0001,1228
47898,PTW-AS,UA,4640,0.02,0.0001,2561
136078,FOXLINE-AS-ID PT. FOXLINE MEDIADATA INDONUSA,ID,4639,0.00,0.0001,2840
209007,WIFITELEKOM-ALANYANET-FENIKS-BINBIRNET,TR,4639,0.01,0.0001,1046
269452,JEFERSON MADALENA EPP,BR,4638,0.00,0.0001,731
140973,LNPL-AS-AP Life Net Pvt. Ltd.,NP,4638,0.06,0.0001,3687
271352,Starsat Telecom Comercio e Servicos LTDA,BR,4638,0.00,0.0001,731
210808,NO,GE,4637,0.17,0.0001,3787
22113,BELAIR-TECHNOLOGIES,CA,4637,0.01,0.0001,534
139915,ASHANET-AS-AP Ashanet bd,BD,4637,0.01,0.0001,6974
28717,ZENSYSTEMS-AS,DK,4636,0.08,0.0001,573
47155,VIAE-AS,SE,4635,0.04,0.0001,742
202362,S-AS,UA,4633,0.02,0.0001,2557
270621,Decola Net LTDA,BR,4632,0.00,0.0001,730
